,Freq,review,pos_tag,neg,neu,pos,compound
685,6,t   e   s   t   e   d,"('t   e   s   t   e   d', 'NN')",0.0,0.0,0.0,0.0
4645,6,a   t   t   r   i   b   u   t  ,"('a   t   t   r   i   b   u   t  ', 'NN')",0.0,0.0,0.0,0.0
983,6,i   n   t   e   r   a   c   t   e   d,"('i   n   t   e   r   a   c   t   e   d', 'NN')",0.0,0.0,0.0,0.0
676,6,s   t   a   k   e   h   o   l   d   e   r,"('s   t   a   k   e   h   o   l   d   e   r', 'NN')",0.0,0.0,0.0,0.0
455,6,s   t   a   r   t   i   n   g,"('s   t   a   r   t   i   n   g', 'NN')",0.0,0.0,0.0,0.0
2137,6,d   e   v   e   l   o   p   e   r,"('d   e   v   e   l   o   p   e   r', 'NN')",0.0,0.0,0.0,0.0
4158,6,d   u   n   c   a   n,"('d   u   n   c   a   n', 'NN')",0.0,0.0,0.0,0.0
1759,6,v   o   i   c  ,"('v   o   i   c  ', 'NN')",0.0,0.0,0.0,0.0
3251,6,l   u   i   s  ,"('l   u   i   s  ', 'NN')",0.0,0.0,0.0,0.0
1152,6,i   n   v   e   n   t   o   r   i,"('i   n   v   e   n   t   o   r   i', 'NN')",0.0,0.0,0.0,0.0
2256,6,y   v   e   t   t  ,"('y   v   e   t   t  ', 'NN')",0.0,0.0,0.0,0.0
2270,6,s   o   l   v   e   d,"('s   o   l   v   e   d', 'NN')",0.0,0.0,0.0,0.0
3814,6,r   o   b   i   n   s   o   n,"('r   o   b   i   n   s   o   n', 'NN')",0.0,0.0,0.0,0.0
4400,6,a   s   a   n   a,"('a   s   a   n   a', 'NN')",0.0,0.0,0.0,0.0
1005,6,c   r   i   t   e   r   i   o   n,"('c   r   i   t   e   r   i   o   n', 'NN')",0.0,0.0,0.0,0.0
1610,6,a   p   p   r   o   v   a   l,"('a   p   p   r   o   v   a   l', 'NN')",0.0,0.0,0.0,0.0
652,6,w   o   r   k   h  ,"('w   o   r   k   h  ', 'NN')",0.0,0.0,0.0,0.0
2476,6,h   a   n   d   i,"('h   a   n   d   i', 'NN')",0.0,0.0,0.0,0.0
3438,6,c   o   v   e   r   e   d,"('c   o   v   e   r   e   d', 'NN')",0.0,0.0,0.0,0.0
4265,6,s   u   b   j   e   c   t,"('s   u   b   j   e   c   t', 'NN')",0.0,0.0,0.0,0.0
4414,6,d   i   c   k   e   n  ,"('d   i   c   k   e   n  ', 'NN')",0.0,0.0,0.0,0.0
1620,6,l   o   o   k   e   d,"('l   o   o   k   e   d', 'NN')",0.0,0.0,0.0,0.0
945,6,h   e   a   d,"('h   e   a   d', 'NN')",0.0,0.0,0.0,0.0
2368,6,c   a   s  ,"('c   a   s  ', 'NN')",0.0,0.0,0.0,0.0
2637,6,s   e   v   e   r   a   l,"('s   e   v   e   r   a   l', 'NN')",0.0,0.0,0.0,0.0
2068,6,p   e   r   s   i   s   t   e   n   c  ,"('p   e   r   s   i   s   t   e   n   c  ', 'NN')",0.0,0.0,0.0,0.0
5098,6,l   i   n   d   a,"('l   i   n   d   a', 'VBZ')",0.0,0.0,0.0,0.0
804,6,a   s  ,"('a   s  ', 'JJ')",0.0,0.0,0.0,0.0
4012,6,s   t   a   i,"('s   t   a   i', 'NN')",0.0,0.0,0.0,0.0
195,6,d   i   l   i   g   e   n   t,"('d   i   l   i   g   e   n   t', 'NN')",0.0,0.0,0.0,0.0
206,6,i   n   d   e   p   e   n   d   e   n   t   l   i,"('i   n   d   e   p   e   n   d   e   n   t   l   i', 'NN')",0.0,0.0,0.0,0.0
4332,6,p   o   w   e   l   l,"('p   o   w   e   l   l', 'NN')",0.0,0.0,0.0,0.0
2715,6,o   k   a   i,"('o   k   a   i', 'NN')",0.0,0.0,0.0,0.0
5508,6,p   r   o   g   r   e   s   s   i,"('p   r   o   g   r   e   s   s   i', 'NN')",0.0,0.0,0.0,0.0
4532,6,e   x   p   l   o   r   a   t   o   r   i,"('e   x   p   l   o   r   a   t   o   r   i', 'NN')",0.0,0.0,0.0,0.0
1957,6,z   a   h   a   r   a   h,"('z   a   h   a   r   a   h', 'NN')",0.0,0.0,0.0,0.0
3601,6,a   c   c   o   m   p   l   i   s   h   i   n   g,"('a   c   c   o   m   p   l   i   s   h   i   n   g', 'NN')",0.0,0.0,0.0,0.0
1885,6,l   a   t   e   s   t,"('l   a   t   e   s   t', 'NN')",0.0,0.0,0.0,0.0
1274,6,s   c   o   p  ,"('s   c   o   p  ', 'NN')",0.0,0.0,0.0,0.0
2919,6,b   a   l   a   n   c  ,"('b   a   l   a   n   c  ', 'NN')",0.0,0.0,0.0,0.0
2083,6,m   e   a   n,"('m   e   a   n', 'NN')",0.0,0.0,0.0,0.0
4018,6,e   n   g   a   g   e   d,"('e   n   g   a   g   e   d', 'NN')",0.0,0.0,0.0,0.0
2090,6,r   e   s   e   a   r   c   h   i   n   g,"('r   e   s   e   a   r   c   h   i   n   g', 'NN')",0.0,0.0,0.0,0.0
923,6,s   u   b   m   i   t,"('s   u   b   m   i   t', 'NN')",0.0,0.0,0.0,0.0
4615,6,s   h   a   d   i   a,"('s   h   a   d   i   a', 'NN')",0.0,0.0,0.0,0.0
3978,6,i   n   t   e   n   d   e   d,"('i   n   t   e   n   d   e   d', 'NN')",0.0,0.0,0.0,0.0
6019,6,s   a   c   r   i   f   i   c  ,"('s   a   c   r   i   f   i   c  ', 'NN')",0.0,0.0,0.0,0.0
4570,6,r   e   a   g   a   n,"('r   e   a   g   a   n', 'NN')",0.0,0.0,0.0,0.0
1942,6,j   u   n   i   o   r,"('j   u   n   i   o   r', 'NN')",0.0,0.0,0.0,0.0
98,6,f   o   u   n   d,"('f   o   u   n   d', 'NN')",0.0,0.0,0.0,0.0
1311,6,t   i   m   e   l   i   n  ,"('t   i   m   e   l   i   n  ', 'NN')",0.0,0.0,0.0,0.0
2797,6,r   e   s   p   o   n   s   i   b   i   l   i   t   i,"('r   e   s   p   o   n   s   i   b   i   l   i   t   i', 'NN')",0.0,0.0,0.0,0.0
913,6,p   u   r   p   o   s  ,"('p   u   r   p   o   s  ', 'NN')",0.0,0.0,0.0,0.0
1933,6,d   e   p   a   r   t   m   e   n   t,"('d   e   p   a   r   t   m   e   n   t', 'NN')",0.0,0.0,0.0,0.0
836,6,a   s   s   i   s   t   a   n   c  ,"('a   s   s   i   s   t   a   n   c  ', 'NN')",0.0,0.0,0.0,0.0
2977,6,c   o   l   l   e   c   t   i   o   n,"('c   o   l   l   e   c   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
1318,6,p   l   u  ,"('p   l   u  ', 'NN')",0.0,0.0,0.0,0.0
4336,6,i   b   r   a   h   i   m,"('i   b   r   a   h   i   m', 'NN')",0.0,0.0,0.0,0.0
3990,6,c   e   r   t   a   i   n,"('c   e   r   t   a   i   n', 'NN')",0.0,0.0,0.0,0.0
2045,6,w   a   r   i   d,"('w   a   r   i   d', 'NN')",0.0,0.0,0.0,0.0
5151,6,p   a   r   l   i   a   m   e   n   t,"('p   a   r   l   i   a   m   e   n   t', 'NN')",0.0,0.0,0.0,0.0
1911,6,t   a   s   k   i   n   g,"('t   a   s   k   i   n   g', 'NN')",0.0,0.0,0.0,0.0
2760,6,i   n   t   e   r   p   e   r   s   o   n   a   l,"('i   n   t   e   r   p   e   r   s   o   n   a   l', 'NN')",0.0,0.0,0.0,0.0
918,6,c   o   n   f   i   d   e   n   c  ,"('c   o   n   f   i   d   e   n   c  ', 'NN')",0.0,0.0,0.0,0.0
3688,6,t   i   m   e   l   i   n  ,"('t   i   m   e   l   i   n  ', 'NN')",0.0,0.0,0.0,0.0
1939,6,c   o   v   i   d,"('c   o   v   i   d', 'NN')",0.0,0.0,0.0,0.0
3008,6,5,"('5', 'CD')",0.0,0.0,0.0,0.0
3640,6,c   a   m   e   r   a,"('c   a   m   e   r   a', 'NN')",0.0,0.0,0.0,0.0
1993,6,r   e   g   i   s   t   e   r   e   d,"('r   e   g   i   s   t   e   r   e   d', 'NN')",0.0,0.0,0.0,0.0
1393,6,i   n   t   e   g   r   a   t   i   n   g,"('i   n   t   e   g   r   a   t   i   n   g', 'NN')",0.0,0.0,0.0,0.0
3108,6,e   f   f   i   c   i   e   n   c   i,"('e   f   f   i   c   i   e   n   c   i', 'NN')",0.0,0.0,0.0,0.0
934,6,b   e   s   i   d   e  ,"('b   e   s   i   d   e  ', 'NN')",0.0,0.0,0.0,0.0
1352,6,s   t   a   n   d   a   r   d,"('s   t   a   n   d   a   r   d', 'NN')",0.0,0.0,0.0,0.0
3953,6,s   t   y   l   i   n   g,"('s   t   y   l   i   n   g', 'NN')",0.0,0.0,0.0,0.0
4973,6,s   t   y   l  ,"('s   t   y   l  ', 'NN')",0.0,0.0,0.0,0.0
2904,6,y   o   u   n   g,"('y   o   u   n   g', 'NN')",0.0,0.0,0.0,0.0
1334,6,i   n   c   l   u   d   i   n   g,"('i   n   c   l   u   d   i   n   g', 'NN')",0.0,0.0,0.0,0.0
302,6,t   r   a   n   s   f   e   r,"('t   r   a   n   s   f   e   r', 'NN')",0.0,0.0,0.0,0.0
1852,6,j   a   c   k   s   o   n,"('j   a   c   k   s   o   n', 'NN')",0.0,0.0,0.0,0.0
326,6,o   r   g   a   n   i   z   e   d,"('o   r   g   a   n   i   z   e   d', 'NN')",0.0,0.0,0.0,0.0
1979,6,l   o   u   i   s   a,"('l   o   u   i   s   a', 'NN')",0.0,0.0,0.0,0.0
2667,6,a   l   o   n   g   s   i   d  ,"('a   l   o   n   g   s   i   d  ', 'NN')",0.0,0.0,0.0,0.0
1857,6,r   u   t   h,"('r   u   t   h', 'NN')",0.0,0.0,0.0,0.0
309,6,q   u   e   s   t   i   o   n,"('q   u   e   s   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
1250,6,a   d   o   p   t,"('a   d   o   p   t', 'NN')",0.0,0.0,0.0,0.0
4922,6,h   t   t   p,"('h   t   t   p', 'NN')",0.0,0.0,0.0,0.0
18,6,c   o   r  ,"('c   o   r  ', 'NN')",0.0,0.0,0.0,0.0
2119,6,k   e   y   w   o   r   d  ,"('k   e   y   w   o   r   d  ', 'NN')",0.0,0.0,0.0,0.0
2899,6,m   u   t   a   m   b   a,"('m   u   t   a   m   b   a', 'NN')",0.0,0.0,0.0,0.0
2680,6,g   u   i   d   e   d,"('g   u   i   d   e   d', 'NN')",0.0,0.0,0.0,0.0
4883,6,d   c,"('d   c', 'NN')",0.0,0.0,0.0,0.0
4354,6,n   o   e   l   l   a   h,"('n   o   e   l   l   a   h', 'JJ')",0.0,0.0,0.0,0.0
265,6,r   e   s   i   l   i   e   n   c  ,"('r   e   s   i   l   i   e   n   c  ', 'NN')",0.0,0.0,0.0,0.0
5531,6,l   i   n  ,"('l   i   n  ', 'NN')",0.0,0.0,0.0,0.0
2104,6,i   n   f   o   r   m   e   d,"('i   n   f   o   r   m   e   d', 'NN')",0.0,0.0,0.0,0.0
6135,6,p   o   r   t,"('p   o   r   t', 'NN')",0.0,0.0,0.0,0.0
2658,6,m   e   t   h   o   d,"('m   e   t   h   o   d', 'NN')",0.0,0.0,0.0,0.0
2857,6,e   x   p   o   s  ,"('e   x   p   o   s  ', 'NN')",0.0,0.0,0.0,0.0
2648,6,o   n   g   o   i   n   g,"('o   n   g   o   i   n   g', 'NN')",0.0,0.0,0.0,0.0
3110,6,t   h   e   o   r   e   t   i   c   a   l,"('t   h   e   o   r   e   t   i   c   a   l', 'NN')",0.0,0.0,0.0,0.0
2892,6,a   c   q   u   i   r   i   n   g,"('a   c   q   u   i   r   i   n   g', 'NN')",0.0,0.0,0.0,0.0
1078,5,g   o   o   d   t   h  ,"('g   o   o   d   t   h  ', 'NN')",0.0,0.0,0.0,0.0
1990,5,c   o   m   p   l   i   c   a   t   e   d,"('c   o   m   p   l   i   c   a   t   e   d', 'NN')",0.0,0.0,0.0,0.0
612,5,a   s   s   i   g   n   i   n   g,"('a   s   s   i   g   n   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5260,5,r   d  ,"('r   d  ', 'NN')",0.0,0.0,0.0,0.0
617,5,c   a   t   c   h   i   n   g,"('c   a   t   c   h   i   n   g', 'NN')",0.0,0.0,0.0,0.0
2354,5,i   n   s   e   p   a   r   a   b   l  ,"('i   n   s   e   p   a   r   a   b   l  ', 'NN')",0.0,0.0,0.0,0.0
3661,5,d   e   p   e   n   d   a   b   l  ,"('d   e   p   e   n   d   a   b   l  ', 'NN')",0.0,0.0,0.0,0.0
1973,5,f   l   a   s   k,"('f   l   a   s   k', 'NN')",0.0,0.0,0.0,0.0
4416,5,p   r   e   v   i   o   u  ,"('p   r   e   v   i   o   u  ', 'NN')",0.0,0.0,0.0,0.0
1731,5,c   a   l   v   i   n,"('c   a   l   v   i   n', 'NN')",0.0,0.0,0.0,0.0
1972,5,c   h   o   o   s  ,"('c   h   o   o   s  ', 'NN')",0.0,0.0,0.0,0.0
1931,5,g   o   v   e   r   n   m   e   n   t,"('g   o   v   e   r   n   m   e   n   t', 'NN')",0.0,0.0,0.0,0.0
4754,5,a   p   i  ,"('a   p   i  ', 'NN')",0.0,0.0,0.0,0.0
5278,5,f   c,"('f   c', 'NN')",0.0,0.0,0.0,0.0
629,5,p   a   r   t   i   c   u   l   a   r,"('p   a   r   t   i   c   u   l   a   r', 'NN')",0.0,0.0,0.0,0.0
3641,5,p   h   i   l   l   i   p,"('p   h   i   l   l   i   p', 'NN')",0.0,0.0,0.0,0.0
2316,5,n   i   c   e   l   i,"('n   i   c   e   l   i', 'JJ')",0.0,0.0,0.0,0.0
2318,5,w   a   l   k   i   n   g,"('w   a   l   k   i   n   g', 'NN')",0.0,0.0,0.0,0.0
1063,5,p   r   o   c   e   s   s   i   n   g,"('p   r   o   c   e   s   s   i   n   g', 'NN')",0.0,0.0,0.0,0.0
592,5,s   t   u   d   i,"('s   t   u   d   i', 'NN')",0.0,0.0,0.0,0.0
3652,5,c   h   e   l   s   e   a,"('c   h   e   l   s   e   a', 'NN')",0.0,0.0,0.0,0.0
3670,5,d   r   a   f   t,"('d   r   a   f   t', 'NN')",0.0,0.0,0.0,0.0
3405,5,r   e   d   e   s   i   g   n,"('r   e   d   e   s   i   g   n', 'NN')",0.0,0.0,0.0,0.0
2019,5,f   i   n   d   i   n   g,"('f   i   n   d   i   n   g', 'NN')",0.0,0.0,0.0,0.0
3403,5,p   r   o,"('p   r   o', 'NN')",0.0,0.0,0.0,0.0
864,5,b   r   i   d   g   e   t,"('b   r   i   d   g   e   t', 'NN')",0.0,0.0,0.0,0.0
3833,5,s   t   u   d   i,"('s   t   u   d   i', 'NN')",0.0,0.0,0.0,0.0
1706,5,v   i   d   e   o,"('v   i   d   e   o', 'NN')",0.0,0.0,0.0,0.0
3396,5,c   o   m   f   o   r   t,"('c   o   m   f   o   r   t', 'NN')",0.0,0.0,0.0,0.0
4424,5,s   t   a   r   t   e   r,"('s   t   a   r   t   e   r', 'NN')",0.0,0.0,0.0,0.0
2329,5,c   o   n   t   r   i   b   u   t   i   o   n,"('c   o   n   t   r   i   b   u   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
4721,5,m   a   n   a   s   s   e   h,"('m   a   n   a   s   s   e   h', 'NN')",0.0,0.0,0.0,0.0
1709,5,m   a   g   e   m   b  ,"('m   a   g   e   m   b  ', 'NN')",0.0,0.0,0.0,0.0
880,5,c   o   o   p   e   r   a   t   i   o   n,"('c   o   o   p   e   r   a   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
2350,5,d   e   b   u   g   g   e   d,"('d   e   b   u   g   g   e   d', 'NN')",0.0,0.0,0.0,0.0
1711,5,c   e   r   t   b   o   t,"('c   e   r   t   b   o   t', 'NN')",0.0,0.0,0.0,0.0
2008,5,k   8  ,"('k   8  ', 'NN')",0.0,0.0,0.0,0.0
2340,5,p   i   c   k,"('p   i   c   k', 'NN')",0.0,0.0,0.0,0.0
3710,5,s   h   a   r   i   f   a   h,"('s   h   a   r   i   f   a   h', 'NN')",0.0,0.0,0.0,0.0
4725,5,c   l   e   a   n   i   n   g,"('c   l   e   a   n   i   n   g', 'NN')",0.0,0.0,0.0,0.0
5057,5,r   o   i,"('r   o   i', 'NN')",0.0,0.0,0.0,0.0
3740,5,a   u   t   o   m   a   t  ,"('a   u   t   o   m   a   t  ', 'NN')",0.0,0.0,0.0,0.0
3587,5,b   e   h   a   v   i   o   r,"('b   e   h   a   v   i   o   r', 'NN')",0.0,0.0,0.0,0.0
1797,5,r   a   f   u   s   a   n   j   a   n   i,"('r   a   f   u   s   a   n   j   a   n   i', 'NN')",0.0,0.0,0.0,0.0
781,5,d   i   s   c   i   p   l   i   n   e   d,"('d   i   s   c   i   p   l   i   n   e   d', 'NN')",0.0,0.0,0.0,0.0
3546,5,r   e   p   a   i   r,"('r   e   p   a   i   r', 'NN')",0.0,0.0,0.0,0.0
2096,5,d   a   t  ,"('d   a   t  ', 'NN')",0.0,0.0,0.0,0.0
1800,5,n   a   m  ,"('n   a   m  ', 'JJ')",0.0,0.0,0.0,0.0
2097,5,c   o   n   s   i   s   t   e   n   c   i,"('c   o   n   s   i   s   t   e   n   c   i', 'NN')",0.0,0.0,0.0,0.0
929,5,e   v   i   d   e   n   t,"('e   v   i   d   e   n   t', 'NN')",0.0,0.0,0.0,0.0
1866,5,e   r   p   n   e   x   t,"('e   r   p   n   e   x   t', 'NN')",0.0,0.0,0.0,0.0
3548,5,t   r   a   i   n,"('t   r   a   i   n', 'NN')",0.0,0.0,0.0,0.0
773,5,n   o   t   i   c   e   d,"('n   o   t   i   c   e   d', 'JJ')",0.0,0.0,0.0,0.0
1805,5,e   n   c   o   u   n   t   e   r   e   d,"('e   n   c   o   u   n   t   e   r   e   d', 'NN')",0.0,0.0,0.0,0.0
771,5,a   l   o   n   g,"('a   l   o   n   g', 'NN')",0.0,0.0,0.0,0.0
3751,5,e   m   p   l   o   y   e  ,"('e   m   p   l   o   y   e  ', 'NN')",0.0,0.0,0.0,0.0
4402,5,b   a   d,"('b   a   d', 'NN')",0.0,0.0,0.0,0.0
932,5,p   l   e   a   s   u   r  ,"('p   l   e   a   s   u   r  ', 'NN')",0.0,0.0,0.0,0.0
933,5,r   e   s   p   o   n   s   i   b   l  ,"('r   e   s   p   o   n   s   i   b   l  ', 'NN')",0.0,0.0,0.0,0.0
3550,5,l   o   i,"('l   o   i', 'NN')",0.0,0.0,0.0,0.0
1813,5,r   o   g   e   r  ,"('r   o   g   e   r  ', 'NN')",0.0,0.0,0.0,0.0
1814,5,p   r   o   g   r   e   s   s   i   v   e   d   e   s   p   i   t  ,"('p   r   o   g   r   e   s   s   i   v   e   d   e   s   p   i   t  ', 'NN')",0.0,0.0,0.0,0.0
1085,5,s   e   c   t   i   o   n,"('s   e   c   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
4370,5,j   o   h   n,"('j   o   h   n', 'NN')",0.0,0.0,0.0,0.0
941,5,w   i   d  ,"('w   i   d  ', 'NN')",0.0,0.0,0.0,0.0
2125,5,q   u   e   r   i,"('q   u   e   r   i', 'NN')",0.0,0.0,0.0,0.0
2151,5,p   r   o   g   r   a   m,"('p   r   o   g   r   a   m', 'NN')",0.0,0.0,0.0,0.0
732,5,r   e   c   e   p   t   i   o   n,"('r   e   c   e   p   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
740,5,n   a   v   i   g   a   t  ,"('n   a   v   i   g   a   t  ', 'JJ')",0.0,0.0,0.0,0.0
4735,5,m   a   i   n   t   a   i   n   a   n   c  ,"('m   a   i   n   t   a   i   n   a   n   c  ', 'NN')",0.0,0.0,0.0,0.0
3759,5,f   a   c   t   o   r,"('f   a   c   t   o   r', 'NN')",0.0,0.0,0.0,0.0
3596,5,s   e   e   k,"('s   e   e   k', 'NN')",0.0,0.0,0.0,0.0
1882,5,x   a   v   i   e   r,"('x   a   v   i   e   r', 'NNP')",0.0,0.0,0.0,0.0
3535,5,c   a   n   d   i   d   a   t  ,"('c   a   n   d   i   d   a   t  ', 'NN')",0.0,0.0,0.0,0.0
5087,5,w   w   w,"('w   w   w', 'NN')",0.0,0.0,0.0,0.0
5150,5,s   i   n   a   n   i,"('s   i   n   a   n   i', 'NN')",0.0,0.0,0.0,0.0
3451,5,c   o   m   m   u   n   i   c   a   t   i   o   n,"('c   o   m   m   u   n   i   c   a   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
1003,5,m   e   a   n   t,"('m   e   a   n   t', 'NN')",0.0,0.0,0.0,0.0
2265,5,m   u   l   t   i   p   l  ,"('m   u   l   t   i   p   l  ', 'NN')",0.0,0.0,0.0,0.0
4345,5,k   i   s   a,"('k   i   s   a', 'NN')",0.0,0.0,0.0,0.0
997,5,w   a   n   t,"('w   a   n   t', 'NN')",0.0,0.0,0.0,0.0
1916,5,l   i   l   i   a   n,"('l   i   l   i   a   n', 'NN')",0.0,0.0,0.0,0.0
820,5,a   d   v   a   n   t   a   g  ,"('a   d   v   a   n   t   a   g  ', 'NN')",0.0,0.0,0.0,0.0
4727,5,b   h   a   n,"('b   h   a   n', 'NN')",0.0,0.0,0.0,0.0
747,5,p   r   i   o   r,"('p   r   i   o   r', 'NN')",0.0,0.0,0.0,0.0
4750,5,m   a   l   c   o   m,"('m   a   l   c   o   m', 'NN')",0.0,0.0,0.0,0.0
3805,5,a   p   p   r   o   p   r   i   a   t  ,"('a   p   p   r   o   p   r   i   a   t  ', 'NN')",0.0,0.0,0.0,0.0
4395,5,p   o   l   y   c   a   r   p,"('p   o   l   y   c   a   r   p', 'NN')",0.0,0.0,0.0,0.0
817,5,i   n   t   e   l   l   i   g   e   n   t,"('i   n   t   e   l   l   i   g   e   n   t', 'NN')",0.0,0.0,0.0,0.0
920,5,c   l   e   a   r   l   i,"('c   l   e   a   r   l   i', 'NN')",0.0,0.0,0.0,0.0
2055,5,c   h   r   i   s   p   u  ,"('c   h   r   i   s   p   u  ', 'NN')",0.0,0.0,0.0,0.0
1903,5,d   e   c   i   s   i   o   n,"('d   e   c   i   s   i   o   n', 'NN')",0.0,0.0,0.0,0.0
3495,5,o   u   t   s   i   d  ,"('o   u   t   s   i   d  ', 'NN')",0.0,0.0,0.0,0.0
1901,5,h   u   g  ,"('h   u   g  ', 'NN')",0.0,0.0,0.0,0.0
1899,5,a   n   a   l   y   z   i   n   g,"('a   n   a   l   y   z   i   n   g', 'NN')",0.0,0.0,0.0,0.0
690,5,t   h   i   r   d,"('t   h   i   r   d', 'NN')",0.0,0.0,0.0,0.0
1781,5,e   x   a   m   p   l  ,"('e   x   a   m   p   l  ', 'NN')",0.0,0.0,0.0,0.0
2211,5,s   t   e   a   d   i   l   i,"('s   t   e   a   d   i   l   i', 'NN')",0.0,0.0,0.0,0.0
1785,5,l   i   n   k   i   n   g,"('l   i   n   k   i   n   g', 'NN')",0.0,0.0,0.0,0.0
3727,5,v   a   l   u  ,"('v   a   l   u  ', 'NN')",0.0,0.0,0.0,0.0
1893,5,a   t   t   e   n   d   i   n   g,"('a   t   t   e   n   d   i   n   g', 'NN')",0.0,0.0,0.0,0.0
801,5,s   i   t   u   a   t   i   o   n,"('s   i   t   u   a   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
2198,5,k   i   r   y   a,"('k   i   r   y   a', 'NN')",0.0,0.0,0.0,0.0
2883,5,p   a   y   m   e   n   t,"('p   a   y   m   e   n   t', 'NN')",0.0,0.0,0.0,0.0
1657,5,t   o   u   c   h,"('t   o   u   c   h', 'NN')",0.0,0.0,0.0,0.0
3151,5,a   w   a   i,"('a   w   a   i', 'NN')",0.0,0.0,0.0,0.0
1229,5,d   e   v   o   p  ,"('d   e   v   o   p  ', 'NN')",0.0,0.0,0.0,0.0
1209,5,i   n   t   r   o   d   u   c   i   n   g,"('i   n   t   r   o   d   u   c   i   n   g', 'NN')",0.0,0.0,0.0,0.0
1213,5,i   n   t   e   r   n   e  ,"('i   n   t   e   r   n   e  ', 'NN')",0.0,0.0,0.0,0.0
385,5,t   e   c   h,"('t   e   c   h', 'NN')",0.0,0.0,0.0,0.0
1218,5,b   a   r,"('b   a   r', 'NN')",0.0,0.0,0.0,0.0
1520,5,f   a   c   t,"('f   a   c   t', 'NN')",0.0,0.0,0.0,0.0
3923,5,d   i   l   i   g   e   n   t   l   i,"('d   i   l   i   g   e   n   t   l   i', 'NN')",0.0,0.0,0.0,0.0
2610,5,o   u   t,"('o   u   t', 'NN')",0.0,0.0,0.0,0.0
360,5,p   r   o   d   u   c   t   i   o   n,"('p   r   o   d   u   c   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
3131,5,d   e   l   a   y   e   d,"('d   e   l   a   y   e   d', 'NN')",0.0,0.0,0.0,0.0
3187,5,e   v   e   r   y   o   n  ,"('e   v   e   r   y   o   n  ', 'NN')",0.0,0.0,0.0,0.0
1501,5,a   c   c   o   u   n   t,"('a   c   c   o   u   n   t', 'NN')",0.0,0.0,0.0,0.0
2631,5,i   n   t   e   r   a   c   t   i   o   n,"('i   n   t   e   r   a   c   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
2635,5,c   l   a   s  ,"('c   l   a   s  ', 'NN')",0.0,0.0,0.0,0.0
5663,5,d   o   r   e   e   n,"('d   o   r   e   e   n', 'NN')",0.0,0.0,0.0,0.0
3937,5,l   u   g   a   n   d   a,"('l   u   g   a   n   d   a', 'NN')",0.0,0.0,0.0,0.0
3100,5,t   r   a   c   k   e   r,"('t   r   a   c   k   e   r', 'NN')",0.0,0.0,0.0,0.0
1474,5,p   r   e   p   a   r   i   n   g,"('p   r   e   p   a   r   i   n   g', 'NN')",0.0,0.0,0.0,0.0
1473,5,o,"('o', 'NN')",0.0,0.0,0.0,0.0
2586,5,t   r   a   f   f   i   c,"('t   r   a   f   f   i   c', 'NN')",0.0,0.0,0.0,0.0
4499,5,c   o   l   o   r,"('c   o   l   o   r', 'NN')",0.0,0.0,0.0,0.0
279,5,k   e   e   p   e   r,"('k   e   e   p   e   r', 'NN')",0.0,0.0,0.0,0.0
434,5,k   n   o   w   l   e   d   g   e   a   b   l  ,"('k   n   o   w   l   e   d   g   e   a   b   l  ', 'NN')",0.0,0.0,0.0,0.0
2513,5,p   a   n   e   l,"('p   a   n   e   l', 'NN')",0.0,0.0,0.0,0.0
445,5,c   o   n   t   r   i   b   u   t   i   n   g,"('c   o   n   t   r   i   b   u   t   i   n   g', 'NN')",0.0,0.0,0.0,0.0
2527,5,c   a   r   r   i   e   d,"('c   a   r   r   i   e   d', 'NN')",0.0,0.0,0.0,0.0
444,5,a   s   k   i   n   g,"('a   s   k   i   n   g', 'NN')",0.0,0.0,0.0,0.0
1570,5,m   a   t   e   r   i   a   l,"('m   a   t   e   r   i   a   l', 'NN')",0.0,0.0,0.0,0.0
2531,5,d   i   s   m   a   n   t   l   i   n   g,"('d   i   s   m   a   n   t   l   i   n   g', 'NN')",0.0,0.0,0.0,0.0
1565,5,c   h   a   l   l   a   n   g  ,"('c   h   a   l   l   a   n   g  ', 'NN')",0.0,0.0,0.0,0.0
1180,5,r   e   c   o   m   m   e   n   d,"('r   e   c   o   m   m   e   n   d', 'NN')",0.0,0.0,0.0,0.0
4487,5,v   e   n   e   n   s   i   o,"('v   e   n   e   n   s   i   o', 'NN')",0.0,0.0,0.0,0.0
4495,5,c   h   r   i   s   t   o   p   h   e   r,"('c   h   r   i   s   t   o   p   h   e   r', 'NN')",0.0,0.0,0.0,0.0
3902,5,a   p   p   o   i   n   t   e   d,"('a   p   p   o   i   n   t   e   d', 'NN')",0.0,0.0,0.0,0.0
5371,5,a   b   d   a   l   l   a   h,"('a   b   d   a   l   l   a   h', 'NN')",0.0,0.0,0.0,0.0
3903,5,f   u   n   d,"('f   u   n   d', 'NN')",0.0,0.0,0.0,0.0
